2017-01-03,218.88491153942138,219.6533129589875,217.7566504362192,219.07945299999997,91366500
2017-01-04,219.4490472165589,220.54814537317372,219.43932656313063,220.382797,78744400
2017-01-05,220.0812833620962,220.38280259342872,219.3128829049754,220.20771800000003,78379000
2017-01-06,220.33416593202446,221.52079862507995,219.72139222955332,220.995575,71559900
2017-01-09,220.70377209956698,220.85939884596303,220.22716828904734,220.266083,46265300
2017-01-10,220.28552527941798,221.22899571204093,219.8283793106992,220.266083,63771900
2017-01-11,220.16881492151336,220.88858,219.41987037484128,220.88858,74650000
2017-01-12,220.3049735059593,220.54813572837207,218.80710102443894,220.334152,72113200
2017-01-13,220.5286805443921,221.180353360138,220.48978042440226,220.839935,62717900
2017-01-17,220.12018599277945,220.5773319803677,219.62413988236682,220.06182900000002,59261200
2017-01-18,220.3438939049301,220.59679236712003,219.72139952816343,220.54815699999997,54793300
2017-01-19,220.63566566744674,220.7912933771627,219.24478556524855,219.73111,66608800
2017-01-20,220.49950826182945,221.09282507841158,219.78947843755418,220.53842200000003,129168600
2017-01-23,220.53841253996535,220.60649115321633,219.10861770966113,219.964539,75061600
2017-01-24,220.20770266126723,221.84176057618288,220.0812680321703,221.37489300000001,95555300
2017-01-25,222.44480172589343,223.291016,222.2599964885872,223.291016,84437700
2017-01-26,223.12564864083754,223.42718243997135,222.7463165478983,223.057571,59970700
2017-01-27,223.14510207407116,223.31045043686902,222.5031509011652,222.707413,59711100
2017-01-30,221.9293004626217,221.95847895735346,220.21744421218511,221.32626299999998,79737300
2017-01-31,220.77184817555758,221.37490023300555,220.1299105869009,221.30680800000002,75880800
2017-02-01,221.30679849147558,222.33780338538654,220.73293857074668,221.39433300000002,79117700
2017-02-02,221.3943469051295,221.86122909556394,220.61623942475657,221.54025299999998,69657600
2017-02-03,222.56154024355672,223.27157008868141,222.21138662046172,223.06730699999997,80563200
2017-02-06,222.61013101598078,223.05755628261858,222.2891549594403,222.668488,57790100
2017-02-07,223.10622145679574,223.37856219068703,222.46426925792656,222.67825299999998,57931200
2017-02-08,222.6782494011903,223.11593850453795,222.06547668078233,222.97004700000002,51566200
2017-02-09,222.97004349490012,224.63326536848166,222.97004349490012,224.29284700000002,65955200
2017-02-10,224.68190191097358,225.43084547460586,224.31229045584078,225.177948,66015900
2017-02-13,225.7323583147207,226.6952855875038,225.70317982041385,226.40348799999998,55182100
2017-02-14,226.1992252315857,227.3177802154456,225.8101715092113,227.308044,67794500
2017-02-15,227.06489506702593,228.70867374222146,227.0065380751677,228.49469,86785800
2017-02-16,228.52387637621686,228.72813947184966,227.45397124530106,228.300171,84722400
2017-02-17,227.55120026064378,228.66001899999998,227.5317433926447,228.660019,77204100
2017-02-21,229.07827359116922,230.21627086270934,229.0685383482963,230.02174399999998,88946100
2017-02-22,229.5646061394725,230.07037288787853,229.37980089603343,229.81749,62115200
2017-02-23,230.4010824453705,230.4205247247516,229.11717905455683,229.973114,74615900
2017-02-24,229.019934258405,230.31354377691912,228.97129889175133,230.264923,82381600
2017-02-27,230.16762409281606,230.81929785306892,229.88556273338565,230.624771,56515400
2017-02-28,230.1968308769762,230.46917161721964,229.56461487936994,230.002304,96961900
2017-03-01,231.86977400737348,233.74699419559295,231.85031713846666,233.221756,149158200
2017-03-02,233.00777829765707,233.01751354090487,231.6947109815026,231.753067,70246000
2017-03-03,231.65579376744267,232.08376221469038,231.22782629284387,231.898956,81974300
2017-03-06,231.00412591170385,231.60716339820755,230.5275230623676,231.208389,55391500
2017-03-07,230.867961603535,231.2667506011022,230.28436638283108,230.51780699999998,65103700
2017-03-08,230.84849221701748,231.14028981277792,229.93420028123697,230.08982799999998,78168800
2017-03-09,230.2260102728577,230.75124850239354,229.2922750347712,230.38163799999998,90683900
2017-03-10,231.46127473703723,231.5099101031424,230.11901430462467,231.188934,81991700
2017-03-13,231.1208427782408,231.35428436631858,230.7512458971058,231.30564900000002,57256800
2017-03-14,230.69287273521954,230.75124334440736,229.72995902195362,230.42053199999998,59880800
2017-03-15,231.06247795939953,232.8910618391383,230.79985788494815,232.414459,96081800
2017-03-16,232.57007967082197,232.6576141813089,231.58770914414072,231.95730600000002,78344000
2017-03-17,232.25331185505337,232.46822651693103,231.54995699999998,231.54995699999998,89002100
2017-03-20,231.5499430006938,231.87231546246014,230.8563657833604,231.29595899999998,52537000
2017-03-21,231.97977027662392,232.11653352125256,228.17970681346551,228.326233,131809300
2017-03-22,228.36532091117218,229.18589746585033,227.66196608973252,228.863525,97569200
2017-03-23,228.86352808821184,229.899018331589,228.19925628643804,228.61930800000002,100410300
2017-03-24,228.96124373926742,229.6059731108407,227.5740754601846,228.45326200000002,112504900
2017-03-27,226.56786615695472,228.5118630529994,226.25527224148254,228.218796,87454500
2017-03-28,227.8768932630025,230.3581636008153,227.74989392746576,229.87950099999998,93483900
2017-03-29,229.5571185295991,230.35815357913003,229.30312084645612,230.094391,61950400
2017-03-30,230.0260229074409,231.05175023196276,229.83064976305715,230.827057,56737900
2017-03-31,230.44607011127079,231.0419681052909,230.23115545607777,230.28977999999998,73733100
2017-04-03,230.34840176590737,230.5730803508884,228.5020987826578,229.889267,85546500
2017-04-04,229.56689830672502,230.13349090311522,229.13706896890054,230.03579700000003,56466200
2017-04-05,230.7977691517072,231.90164796255922,229.11753283181528,229.35199,108800600
2017-04-06,229.5082947752161,230.58285447781662,229.0100769540125,229.996735,69135800
2017-04-07,229.7134210491779,230.5437752535345,229.21521692773544,229.762268,74412300
2017-04-10,229.91857549270557,230.79776200508155,229.30313594674263,229.899033,67615300
